pair,from,to,chang,time
ADADOWNUSDT,0.003506,0.003363,-4.078722190530517,09-01-2023 04:55:34
ADAUPUSDT,0.4,0.406,1.5000000000000013,09-01-2023 04:55:44
ADADOWNUSDT,0.003363,0.003304,-1.7543859649122813,09-01-2023 04:55:44
ADADOWNUSDT,0.003304,0.003255,-1.483050847457627,09-01-2023 04:55:55
ADADOWNUSDT,0.003255,0.003357,3.1336405529953946,09-01-2023 04:56:06
ADADOWNUSDT,0.003357,0.003315,-1.2511170688114497,09-01-2023 04:56:17
ADAUPUSDT,0.402,0.395,-1.7412935323383099,09-01-2023 04:56:27
ADADOWNUSDT,0.003315,0.0034,2.5641025641025643,09-01-2023 04:56:27
ADADOWNUSDT,0.003395,0.003459,1.885125184094251,09-01-2023 04:56:49
ADAUPUSDT,0.398,0.393,-1.2562814070351769,09-01-2023 04:57:00
ADADOWNUSDT,0.003457,0.003509,1.5041943881978583,09-01-2023 04:57:21
ADADOWNUSDT,0.003509,0.003464,-1.2824166429182076,09-01-2023 04:57:32
ADADOWNUSDT,0.003464,0.003419,-1.2990762124711288,09-01-2023 04:57:43
ADADOWNUSDT,0.003419,0.003465,1.3454226381983045,09-01-2023 04:57:54
ADADOWNUSDT,0.003465,0.003623,4.559884559884551,09-01-2023 04:58:05
ADAUPUSDT,0.395,0.389,-1.5189873417721533,09-01-2023 04:58:16
ADADOWNUSDT,0.003623,0.003568,-1.5180789401048835,09-01-2023 04:58:16
ADAUPUSDT,0.389,0.385,-1.0282776349614406,09-01-2023 04:59:57
ADADOWNUSDT,0.003568,0.003636,1.905829596412554,09-01-2023 04:59:57
XVSUSDT,4.43,4.5,1.5801354401805936,09-01-2023 04:59:57
RNDRUSDT,0.447,0.442,-1.1185682326621933,09-01-2023 05:01:04
ADADOWNUSDT,0.003641,0.003697,1.5380390002746513,09-01-2023 05:04:31
ADADOWNUSDT,0.003708,0.003654,-1.456310679611645,09-01-2023 05:05:25
ADAUPUSDT,0.386,0.382,-1.0362694300518145,09-01-2023 05:08:42
ADADOWNUSDT,0.003612,0.003671,1.6334440753045292,09-01-2023 05:08:42
ADAUPUSDT,0.377,0.381,1.0610079575596827,09-01-2023 05:12:21
ADADOWNUSDT,0.003721,0.00368,-1.1018543402311154,09-01-2023 05:12:21
CRVUSDT,0.608,0.615,1.1513157894736852,09-01-2023 05:12:33
SOLUSDT,15.95,16.2,1.5673981191222572,09-01-2023 05:12:47
CRVUSDT,0.617,0.626,1.4586709886547824,09-01-2023 05:12:59
CRVUSDT,0.626,0.635,1.4376996805111835,09-01-2023 05:13:09
ETCUSDT,21.33,21.57,1.125175808720122,09-01-2023 05:14:10
ZILUSDT,0.02184,0.02206,1.007326007326014,09-01-2023 05:14:10
SOLUSDT,16.23,16.48,1.5403573629081946,09-01-2023 05:14:10
CRVUSDT,0.635,0.625,-1.5748031496063006,09-01-2023 05:14:10
APTUSDT,4.0421,4.087,1.1108087380322151,09-01-2023 05:14:10
SOLUSDT,16.48,16.3,-1.0922330097087363,09-01-2023 05:14:24
ADADOWNUSDT,0.003782,0.003844,1.6393442622950818,09-01-2023 05:16:19
SOLUSDT,16.12,15.95,-1.0545905707196135,09-01-2023 05:16:40
ADAUPUSDT,0.372,0.376,1.0752688172043021,09-01-2023 05:17:41
ADADOWNUSDT,0.003819,0.003751,-1.780570830060223,09-01-2023 05:17:41
CRVUSDT,0.637,0.647,1.5698587127158568,09-01-2023 05:17:41
RAYUSDT,0.157,0.1601,1.9745222929936252,09-01-2023 05:18:02
RAYUSDT,0.16,0.1583,-1.0625000000000044,09-01-2023 05:18:24
CRVUSDT,0.645,0.638,-1.0852713178294582,09-01-2023 05:20:31
CKBUSDT,0.00279,0.00297,6.451612903225808,09-01-2023 05:20:31
CKBUSDT,0.00299,0.00303,1.3377926421404718,09-01-2023 05:20:53
CKBUSDT,0.00303,0.00307,1.3201320132013092,09-01-2023 05:21:03
CKBUSDT,0.003,0.00308,2.6666666666666594,09-01-2023 05:22:06
ADADOWNUSDT,0.003764,0.003809,1.1955366631243332,09-01-2023 05:23:22
CKBUSDT,0.00315,0.0031,-1.5873015873015914,09-01-2023 05:23:47
CKBUSDT,0.00308,0.00304,-1.298701298701288,09-01-2023 05:24:19
ADADOWNUSDT,0.003767,0.003728,-1.0353066100345094,09-01-2023 05:24:52
CKBUSDT,0.00303,0.00308,1.65016501650164,09-01-2023 05:25:49
CKBUSDT,0.00307,0.00321,4.560260586319231,09-01-2023 05:26:10
CKBUSDT,0.00318,0.00314,-1.257861635220129,09-01-2023 05:26:34
CKBUSDT,0.00314,0.00318,1.2738853503184746,09-01-2023 05:26:45
CKBUSDT,0.00315,0.0032,1.5873015873015914,09-01-2023 05:27:41
TKOUSDT,0.2396,0.2372,-1.0016694490818085,09-01-2023 05:29:36
RAYUSDT,0.1597,0.1616,1.1897307451471415,09-01-2023 05:29:36
CKBUSDT,0.00307,0.00303,-1.3029315960911945,09-01-2023 05:31:33
ADADOWNUSDT,0.003791,0.003836,1.1870218939593749,09-01-2023 05:31:44
CKBUSDT,0.00303,0.0031,2.3102310231023018,09-01-2023 05:31:44
CKBUSDT,0.0031,0.00325,4.838709677419354,09-01-2023 05:32:33
GMTUSDT,0.2927,0.2981,1.8448923812777451,09-01-2023 05:32:33
CKBUSDT,0.00326,0.0032,-1.8404907975460036,09-01-2023 05:33:18
ADADOWNUSDT,0.003825,0.003773,-1.3594771241830057,09-01-2023 05:34:30
CKBUSDT,0.00316,0.0031,-1.8987341772151949,09-01-2023 05:35:46
GALUSDT,1.274,1.289,1.1773940345368838,09-01-2023 05:35:46
CKBUSDT,0.00314,0.00321,2.2292993630573306,09-01-2023 05:36:50
CKBUSDT,0.00321,0.00315,-1.8691588785046775,09-01-2023 05:37:01
CKBUSDT,0.00313,0.00319,1.916932907348248,09-01-2023 05:37:22
RAYUSDT,0.1633,0.165,1.0410287813839603,09-01-2023 05:37:32
CKBUSDT,0.0032,0.00326,1.8749999999999913,09-01-2023 05:37:55
CKBUSDT,0.00326,0.00317,-2.7607361963190127,09-01-2023 05:38:05
CKBUSDT,0.00317,0.00321,1.2618296529968487,09-01-2023 05:38:47
CKBUSDT,0.00321,0.00326,1.5576323987538845,09-01-2023 05:39:19
CKBUSDT,0.00326,0.0033,1.2269938650306782,09-01-2023 05:39:30
CKBUSDT,0.0033,0.00338,2.4242424242424305,09-01-2023 05:39:41
CKBUSDT,0.00338,0.0033,-2.36686390532545,09-01-2023 05:40:30
CKBUSDT,0.0033,0.00325,-1.5151515151515191,09-01-2023 05:40:41
CKBUSDT,0.00328,0.00323,-1.524390243902443,09-01-2023 05:41:14
CKBUSDT,0.00323,0.00327,1.2383900928792604,09-01-2023 05:41:24
FISUSDT,0.4121,0.4166,1.0919679689395787,09-01-2023 05:46:05
CKBUSDT,0.00324,0.0032,-1.2345679012345578,09-01-2023 05:47:39
TUSDT,0.0172,0.017,-1.1627906976744116,09-01-2023 05:49:44
FISUSDT,0.427,0.4342,1.6861826697892233,09-01-2023 06:01:15
FISUSDT,0.4384,0.443,1.0492700729926991,09-01-2023 06:02:39
FISUSDT,0.45,0.44,-2.222222222222224,09-01-2023 06:05:59
CKBUSDT,0.00307,0.00314,2.2801302931596155,09-01-2023 06:11:31
CKBUSDT,0.0031,0.00314,1.2903225806451648,09-01-2023 06:12:37
CKBUSDT,0.00311,0.00307,-1.2861736334405178,09-01-2023 06:14:24
GALAUSDT,0.03439,0.03477,1.1049723756906233,09-01-2023 06:16:23
ADADOWNUSDT,0.00394,0.003897,-1.0913705583756363,09-01-2023 06:17:10
CKBUSDT,0.00306,0.00301,-1.6339869281045656,09-01-2023 06:18:29
AKROUSDT,0.00308,0.00312,1.2987012987013022,09-01-2023 06:21:23
CKBUSDT,0.00302,0.00307,1.6556291390728377,09-01-2023 06:22:25
PLAUSDT,0.156,0.158,1.2820512820512833,09-01-2023 06:23:33
ZILUSDT,0.02258,0.02295,1.638618246235617,09-01-2023 06:28:18
FISUSDT,0.4206,0.4111,-2.2586780789348437,09-01-2023 06:31:12
MAGICUSDT,0.5227,0.5295,1.3009374402142562,09-01-2023 06:36:17
RADUSDT,1.586,1.567,-1.1979823455233372,09-01-2023 06:44:53
STPTUSDT,0.02907,0.02875,-1.1007911936704415,09-01-2023 06:49:28
DCRUSDT,19.2,18.9,-1.5625000000000038,09-01-2023 06:53:14
GALAUSDT,0.03467,0.03432,-1.009518315546571,09-01-2023 07:00:22
ADAUPUSDT,0.368,0.372,1.0869565217391315,09-01-2023 07:01:34
OPUSDT,1.274,1.296,1.7268445839874427,09-01-2023 07:07:09
ADADOWNUSDT,0.00385,0.0038,-1.298701298701302,09-01-2023 07:07:30
PLAUSDT,0.158,0.156,-1.2658227848101278,09-01-2023 07:13:03
LDOUSDT,1.914,1.894,-1.044932079414839,09-01-2023 07:16:27
WNXMUSDT,8.59,8.48,-1.2805587892898653,09-01-2023 07:22:47
GALAUSDT,0.03553,0.03689,3.8277511961722492,09-01-2023 07:24:54
GALAUSDT,0.03689,0.03648,-1.111412306858229,09-01-2023 07:25:05
RLCUSDT,1.447,1.468,1.451278507256386,09-01-2023 07:26:16
PLAUSDT,0.157,0.159,1.2738853503184724,09-01-2023 07:26:16
PLAUSDT,0.158,0.16,1.2658227848101278,09-01-2023 07:27:35
RLCUSDT,1.486,1.503,1.144010767160155,09-01-2023 07:27:46
MAGICUSDT,0.5323,0.5267,-1.0520383242532498,09-01-2023 07:31:24
RLCUSDT,1.472,1.505,2.2418478260869508,09-01-2023 07:34:19
ADADOWNUSDT,0.003883,0.003839,-1.133144475920685,09-01-2023 07:34:19
RLCUSDT,1.498,1.517,1.2683578104138789,09-01-2023 07:35:03
RLCUSDT,1.528,1.51,-1.1780104712041894,09-01-2023 07:36:22
RLCUSDT,1.533,1.503,-1.9569471624266164,09-01-2023 07:38:49
ADADOWNUSDT,0.003913,0.003873,-1.0222335803731069,09-01-2023 07:55:46
GALAUSDT,0.03663,0.03823,4.36800436800436,09-01-2023 08:00:02
GALAUSDT,0.03823,0.03708,-3.0081088150666973,09-01-2023 08:00:12
RNDRUSDT,0.443,0.449,1.3544018058690757,09-01-2023 08:31:57
YFIUSDT,5836.0,5927.0,1.5592871830020563,09-01-2023 08:42:10
PLAUSDT,0.155,0.157,1.2903225806451626,09-01-2023 08:49:20
WNXMUSDT,8.9,8.79,-1.2359550561797887,09-01-2023 08:51:46
CKBUSDT,0.00291,0.00294,1.0309278350515492,09-01-2023 08:52:38
OMUSDT,0.0304,0.0308,1.315789473684214,09-01-2023 08:53:21
GALAUSDT,0.03858,0.03898,1.0368066355624612,09-01-2023 08:53:21
DFUSDT,0.0406,0.0411,1.2315270935960603,09-01-2023 08:55:29
GALAUSDT,0.03909,0.0382,-2.2767971348170937,09-01-2023 09:00:13
RAYUSDT,0.1583,0.16,1.073910296904616,09-01-2023 09:04:50
FETUSDT,0.1569,0.1535,-2.1669853409815256,09-01-2023 09:11:36
CHESSUSDT,0.187,0.19,1.6042780748663117,09-01-2023 09:14:57
FETUSDT,0.1534,0.1518,-1.043024771838343,09-01-2023 09:17:43
SANDUSDT,0.5358,0.5431,1.3624486748786808,09-01-2023 09:26:14
MAGICUSDT,0.5276,0.5342,1.2509476876421628,09-01-2023 09:30:49
MAGICUSDT,0.5342,0.5287,-1.029576937476612,09-01-2023 09:31:00
CKBUSDT,0.00293,0.00296,1.023890784982938,09-01-2023 09:31:21
CKBUSDT,0.00297,0.003,1.0101010101010128,09-01-2023 09:32:25
MAGICUSDT,0.5335,0.5428,1.7432052483598828,09-01-2023 09:33:19
PLAUSDT,0.156,0.154,-1.2820512820512833,09-01-2023 09:52:50
PLAUSDT,0.154,0.156,1.2987012987012998,09-01-2023 09:53:35
ACAUSDT,0.1133,0.1116,-1.500441306266543,09-01-2023 09:54:39
CKBUSDT,0.00297,0.00294,-1.0101010101010128,09-01-2023 09:59:29
CKBUSDT,0.00293,0.00296,1.023890784982938,09-01-2023 09:59:51
BTSUSDT,0.00912,0.00923,1.2061403508772008,09-01-2023 10:08:42
FETUSDT,0.1564,0.1543,-1.3427109974424671,09-01-2023 10:14:34
NMRUSDT,14.25,14.41,1.1228070175438607,09-01-2023 10:14:34
FISUSDT,0.4226,0.4183,-1.0175106483672436,09-01-2023 10:23:18
BTSUSDT,0.00916,0.00927,1.2008733624454229,09-01-2023 10:40:12
WNXMUSDT,9.23,9.09,-1.516793066088847,09-01-2023 10:43:36
DCRUSDT,19.1,19.3,1.0471204188481638,09-01-2023 10:46:38
ZILUSDT,0.02302,0.02338,1.5638575152041818,09-01-2023 10:49:59
MAGICUSDT,0.5648,0.5715,1.1862606232294688,09-01-2023 10:50:20
MAGICUSDT,0.5713,0.5781,1.1902678102572932,09-01-2023 10:51:50
ZILUSDT,0.02371,0.02402,1.3074652045550454,09-01-2023 10:54:31
DFUSDT,0.0405,0.041,1.234567901234569,09-01-2023 10:55:57
TUSDT,0.017,0.0168,-1.1764705882353073,09-01-2023 10:56:30
TUSDT,0.0168,0.017,1.190476190476204,09-01-2023 10:56:40
DCRUSDT,19.3,19.5,1.0362694300518096,09-01-2023 10:56:51
NBTUSDT,0.00473,0.00485,2.536997885835102,09-01-2023 10:58:21
DCRUSDT,19.6,19.9,1.5306122448979447,09-01-2023 10:58:42
DCRUSDT,19.8,20.0,1.0101010101010066,09-01-2023 10:59:36
MAGICUSDT,0.57,0.576,1.0526315789473695,09-01-2023 11:07:24
IOSTUSDT,0.00768,0.00778,1.3020833333333255,09-01-2023 11:07:56
DCRUSDT,19.5,19.3,-1.025641025641022,09-01-2023 11:10:36
DCRUSDT,19.3,19.5,1.0362694300518096,09-01-2023 11:11:26
GMTUSDT,0.2985,0.3031,1.5410385259631467,09-01-2023 11:11:26
DCRUSDT,19.5,19.3,-1.025641025641022,09-01-2023 11:11:37
DCRUSDT,19.3,19.5,1.0362694300518096,09-01-2023 11:11:47
DCRUSDT,19.5,19.3,-1.025641025641022,09-01-2023 11:14:48
CHESSUSDT,0.189,0.191,1.0582010582010593,09-01-2023 11:14:59
DCRUSDT,19.3,19.5,1.0362694300518096,09-01-2023 11:15:09
DCRUSDT,19.4,19.6,1.0309278350515612,09-01-2023 11:20:30
DCRUSDT,19.6,19.4,-1.0204081632653206,09-01-2023 11:20:51
FISUSDT,0.4227,0.4273,1.0882422521883115,09-01-2023 11:25:21
RLCUSDT,1.413,1.396,-1.203113941967454,09-01-2023 11:26:04
CHESSUSDT,0.192,0.19,-1.0416666666666676,09-01-2023 11:34:05
PLAUSDT,0.157,0.155,-1.2738853503184724,09-01-2023 11:36:35
MAGICUSDT,0.5886,0.5825,-1.036357458375806,09-01-2023 11:40:16
CLVUSDT,0.05778,0.05719,-1.021114572516442,09-01-2023 11:41:20
CHESSUSDT,0.192,0.189,-1.5625000000000013,09-01-2023 11:42:03
DCRUSDT,19.5,19.7,1.025641025641022,09-01-2023 11:47:10
MAGICUSDT,0.5853,0.5786,-1.1447121134461027,09-01-2023 11:48:05
DCRUSDT,19.6,19.8,1.0204081632653024,09-01-2023 11:48:18
